"",".id","placetype","name","lat","lng","subloc1","subloc2","landmark","pincode","formatted","addrlen","url"
"500",500,"establishment/premise","GAANA RIDDHI",12.9351455,77.4995392,"Mutharayana Nagar","Upadhya Layout",NA,"560056","Upadhya Layout, Nagadevanalli,, GAANA RIDDHI, Upadhya Layout, Mutharayana Nagar, Gnana Bharathi, Bengaluru, Karnataka 560056, India",9,"https://maps.googleapis.com/maps/api/geocode/json?address=Gaana%20Riddhi&key=AIzaSyDKY_GA4QP50zRMpcP71unTGdECJYxaLaw"
"501",501,"electronics_store/establishment/point_of_interest/store","330",37.1596232,-93.2917437,"Springfield","East Battlefield Road",NA,"65807","330 E Battlefield Rd, Springfield, MO 65807, USA",8,"https://maps.googleapis.com/maps/api/geocode/json?address=Galaxy%20Eternity&key=AIzaSyDKY_GA4QP50zRMpcP71unTGdECJYxaLaw"
"502",502,"establishment/lodging/point_of_interest","National Highway 27",25.4569382,78.5154318,"Jhansi","Lahargird",NA,"284003","NH 27, Lahargird, Uttar Pradesh 284003, India",6,"https://maps.googleapis.com/maps/api/geocode/json?address=Ganesh%20Residency&key=AIzaSyDKY_GA4QP50zRMpcP71unTGdECJYxaLaw"
"503",503,"establishment/point_of_interest","24th Cross Road",13.0421094,77.6274472,"Ashwath Nagar","5th Block",NA,"560045","24th Cross Rd, 5th Block, Ashwath Nagar, HBR Layout, Bengaluru, Karnataka 560045, India",9,"https://maps.googleapis.com/maps/api/geocode/json?address=Ganga%20Heights&key=AIzaSyDKY_GA4QP50zRMpcP71unTGdECJYxaLaw"
"504",504,"establishment/point_of_interest/university","Manhattan",39.1974437,-96.5847249,"Kansas","Riley County",NA,"66506","Manhattan, KS 66506, USA",5,"https://maps.googleapis.com/maps/api/geocode/json?address=Ganga%20Vertical&key=AIzaSyDKY_GA4QP50zRMpcP71unTGdECJYxaLaw"
"505",505,"establishment/premise","Cluster_gottigere 3",12.8581863,77.5914546,"Jyothi Nagar","Fawazulla Shariff Street",NA,"560083","Cluster_gottigere 3, Fawazulla Shariff St, Jyothi Nagar, Bohra Layout, Gottigere, Bengaluru, Karnataka 560083, India",10,"https://maps.googleapis.com/maps/api/geocode/json?address=Gangothri%20Elegance&key=AIzaSyDKY_GA4QP50zRMpcP71unTGdECJYxaLaw"
"506",506,"establishment/point_of_interest","India",12.9131246,77.5590513,"Bengaluru","Bendre Nagar",NA,"560070","No.27/1, Subramanyapura Main Road, Next to Kadirenahalli Petrol Bunk, Padmanabahnagar, Bengaluru 560070, Bendre Nagar, Bengaluru, Karnataka 560070, India",6,"https://maps.googleapis.com/maps/api/geocode/json?address=Gangothri%20Pavithra%20Paradise&key=AIzaSyDKY_GA4QP50zRMpcP71unTGdECJYxaLaw"
"507",507,"political/sublocality/sublocality_level_2","Gangotri Apartment",28.6429686,77.0688584,"Delhi","Vikaspuri",NA,"110018","Gangotri Apartment, Vikaspuri, Delhi, 110018, India",7,"https://maps.googleapis.com/maps/api/geocode/json?address=Gangotri%20Apartment&key=AIzaSyDKY_GA4QP50zRMpcP71unTGdECJYxaLaw"
"508",508,"establishment/point_of_interest","2500",30.4236141,-91.1237605,"Mid City South","Gates Circle",NA,"70809","2500 Gates Cir, Baton Rouge, LA 70809, USA",8,"https://maps.googleapis.com/maps/api/geocode/json?address=Garadi%20Apartment&key=AIzaSyDKY_GA4QP50zRMpcP71unTGdECJYxaLaw"
"509",509,"establishment/point_of_interest","2500",30.4236141,-91.1237605,"Mid City South","Gates Circle",NA,"70809","2500 Gates Cir, Baton Rouge, LA 70809, USA",8,"https://maps.googleapis.com/maps/api/geocode/json?address=Garadi%20Apartment&key=AIzaSyDKY_GA4QP50zRMpcP71unTGdECJYxaLaw"
"510",510,"establishment/museum/park/point_of_interest/store/tourist_attraction","Filoli Historic House & Garden",37.4704708,-122.3106764,"Cañada Road","86",NA,"94062","Filoli Historic House & Garden, 86 Cañada Rd, Woodside, CA 94062, USA",8,"https://maps.googleapis.com/maps/api/geocode/json?address=Garden%20Mansion&key=AIzaSyDKY_GA4QP50zRMpcP71unTGdECJYxaLaw"
"511",511,"establishment/premise","Sy. No. 4/3",12.9872178,77.6892902,"Venkateshwara Layout","Garuda Starfield Road",NA,"560048","Outer Ring Road, Sy. No. 4/3, Garuda Starfield Rd, Venkateshwara Layout, Mahadevapura, Bengaluru, Karnataka 560048, India",9,"https://maps.googleapis.com/maps/api/geocode/json?address=Garuda%20Star%20Field&key=AIzaSyDKY_GA4QP50zRMpcP71unTGdECJYxaLaw"
"512",512,"establishment/point_of_interest","34",12.888554,77.6517244,"AECS Layout - A Block","Kudlu Main Road",NA,"560068","34, Kudlu Main Rd, AECS Layout - A Block, AECS Layout, Muneshwara Nagar, Bengaluru, Karnataka 560068, India",10,"https://maps.googleapis.com/maps/api/geocode/json?address=Garudadri%20Elite&key=AIzaSyDKY_GA4QP50zRMpcP71unTGdECJYxaLaw"
"513",513,"establishment/point_of_interest","3rd Cross Road",12.838359,77.6497257,"Electronics City Phase 1","Neeladri Nagar",NA,"560100","3rd Cross Road, Neeladri Nagar, Electronics City Phase 1, Electronic City, Bengaluru, Karnataka 560100, India",9,"https://maps.googleapis.com/maps/api/geocode/json?address=Gauthami%20PG&key=AIzaSyDKY_GA4QP50zRMpcP71unTGdECJYxaLaw"
"514",514,"establishment/premise","Cherry Lane",12.9280626,77.6728886,"Bellandur","Green Glen Layout",NA,"560103","Oleander Avenue, India, Cherry Ln, Green Glen Layout, Bellandur, Bengaluru, Karnataka 560103, India",8,"https://maps.googleapis.com/maps/api/geocode/json?address=Gayanam%20Apartment&key=AIzaSyDKY_GA4QP50zRMpcP71unTGdECJYxaLaw"
"515",515,"establishment/general_contractor/point_of_interest","Taluk",12.8901249,77.6484149,"Hosapalaya","BTR Gardens",NA,"560068","48/6, Kudlu Main Rd, Kudlu, Sarjapura Hobli, Anekal, Taluk, BTR Gardens, Hosapalaya, Muneshwara Nagar, Bengaluru, Karnataka 560068, India",9,"https://maps.googleapis.com/maps/api/geocode/json?address=Geetham%20Pride&key=AIzaSyDKY_GA4QP50zRMpcP71unTGdECJYxaLaw"
"516",516,"establishment/general_contractor/point_of_interest","Taluk",12.8901249,77.6484149,"Hosapalaya","BTR Gardens",NA,"560068","48/6, Kudlu Main Rd, Kudlu, Sarjapura Hobli, Anekal, Taluk, BTR Gardens, Hosapalaya, Muneshwara Nagar, Bengaluru, Karnataka 560068, India",9,"https://maps.googleapis.com/maps/api/geocode/json?address=Geetham%20Pride&key=AIzaSyDKY_GA4QP50zRMpcP71unTGdECJYxaLaw"
"517",517,"establishment/premise","HAL Old Airport Road",12.959232,77.653461,"Bengaluru","Murgesh Pallya",NA,"560017","HAL Old Airport Rd, Murgesh Pallya, Bengaluru, Karnataka 560017, India",7,"https://maps.googleapis.com/maps/api/geocode/json?address=Gem%20wellington&key=AIzaSyDKY_GA4QP50zRMpcP71unTGdECJYxaLaw"
"518",518,"establishment/point_of_interest","91",42.3661047,-83.0682999,"Medbury Park","Harper Avenue",NA,"3505","91 Harper Ave, Detroit, MI 48202, USA",9,"https://maps.googleapis.com/maps/api/geocode/json?address=Genesis%20Apartment&key=AIzaSyDKY_GA4QP50zRMpcP71unTGdECJYxaLaw"
"519",519,"establishment/point_of_interest","91",42.3661047,-83.0682999,"Medbury Park","Harper Avenue",NA,"3505","91 Harper Ave, Detroit, MI 48202, USA",9,"https://maps.googleapis.com/maps/api/geocode/json?address=Genesis%20Apartment&key=AIzaSyDKY_GA4QP50zRMpcP71unTGdECJYxaLaw"
"520",520,"establishment/premise","Neeladri Road",12.8400897,77.6495857,"Electronics City Phase 1","Neeladri Nagar",NA,"560100","Sy No: 104/4, Neeladri Rd, Neeladri Nagar, Electronics City Phase 1, Electronic City, Bengaluru, Karnataka 560100, India",9,"https://maps.googleapis.com/maps/api/geocode/json?address=Genesis%20Ecosphere&key=AIzaSyDKY_GA4QP50zRMpcP71unTGdECJYxaLaw"
"521",521,"establishment/health/point_of_interest","27",41.887432,-88.3000946,"Geneva","North Bennett Street",NA,"60134","27 N Bennett St, Geneva, IL 60134, USA",8,"https://maps.googleapis.com/maps/api/geocode/json?address=Genva%20Living&key=AIzaSyDKY_GA4QP50zRMpcP71unTGdECJYxaLaw"
"522",522,"establishment/premise","GINA SHALOM",13.0185078,77.7079403,"Thambu Chetty Palya","Madras Bombay Trunk Road",NA,"560049","39/1, 39/2, Old Madras Road, GINA SHALOM, Madras Bombay Trunk Rd, Thambu Chetty Palya, Battarahalli, Bengaluru, Karnataka 560049, India",9,"https://maps.googleapis.com/maps/api/geocode/json?address=Gina%20Shalom&key=AIzaSyDKY_GA4QP50zRMpcP71unTGdECJYxaLaw"
"523",523,"establishment/point_of_interest","Unit 203",40.5348025,-74.4211895,"1630","Fairway Towne Center",NA,"08854","Fairway Towne Center, 1630 Stelton Rd Unit 203, Piscataway, NJ 08854, USA",9,"https://maps.googleapis.com/maps/api/geocode/json?address=Gitanjali%20Classic&key=AIzaSyDKY_GA4QP50zRMpcP71unTGdECJYxaLaw"
"524",524,"establishment/premise","Krishna Reddy Industrial Estate",12.995912,77.6639476,"Bengaluru","Dooravani Nagar",NA,"560016","Krishna Reddy Industrial Estate, Dooravani Nagar, Bengaluru, Karnataka 560016, India",7,"https://maps.googleapis.com/maps/api/geocode/json?address=Gitanjali%20Lakeview&key=AIzaSyDKY_GA4QP50zRMpcP71unTGdECJYxaLaw"
"525",525,"establishment/premise","BA Basith Road",12.9908781,77.6616319,"Nagavarapalya","Rahat Bagh",NA,"560093","BA Basith Rd, Rahat Bagh, Nagavarapalya, Bengaluru, Karnataka 560093, India",8,"https://maps.googleapis.com/maps/api/geocode/json?address=Gitanjali%20Paradise&key=AIzaSyDKY_GA4QP50zRMpcP71unTGdECJYxaLaw"
"526",526,"establishment/premise","Parappana Agrahara Main Road",12.8858842,77.6552232,"Bengaluru","Kudlu",NA,"560068","Parappana Agrahara Main Rd, Kudlu, Bengaluru, Karnataka 560068, India",7,"https://maps.googleapis.com/maps/api/geocode/json?address=Gk%20Golden%20City&key=AIzaSyDKY_GA4QP50zRMpcP71unTGdECJYxaLaw"
"527",527,"establishment/point_of_interest","Off",12.8861267,77.6564581,"Kudlu","Hosur Road",NA,"560068","B101, G.K. Jewel City Apartments, Kudlu Village, Off, Hosur Rd, Kudlu, Sai Meadows, Parappana Agrahara, Bengaluru, Karnataka 560068, India",10,"https://maps.googleapis.com/maps/api/geocode/json?address=GK%20Jewel%20City&key=AIzaSyDKY_GA4QP50zRMpcP71unTGdECJYxaLaw"
"528",528,"establishment/premise","Anantapuram",13.1146511,77.5629718,"Bangalore Urban","Bengaluru",NA,"560064","Anantapuram, Bengaluru, Karnataka 560064, India",6,"https://maps.googleapis.com/maps/api/geocode/json?address=GK%20Lakeview&key=AIzaSyDKY_GA4QP50zRMpcP71unTGdECJYxaLaw"
"529",529,"establishment/point_of_interest","S R K Nagar",13.0653172,77.6298848,"Post","BDS Layout",NA,"560077","2nd Cross Rd, BDS Layout, Dr, S R K Nagar, BDS Layout, Post, RK Hegde Nagar, Bengaluru, Karnataka 560077, India",9,"https://maps.googleapis.com/maps/api/geocode/json?address=Gladiola%20Gardenia&key=AIzaSyDKY_GA4QP50zRMpcP71unTGdECJYxaLaw"
"530",530,"establishment/point_of_interest","1102",40.7573938,-73.9806151,"West 47th Street","50",NA,"10036","50 W 47th St #1102, New York, NY 10036, USA",9,"https://maps.googleapis.com/maps/api/geocode/json?address=Global%20Aura&key=AIzaSyDKY_GA4QP50zRMpcP71unTGdECJYxaLaw"
"531",531,"electronics_store/establishment/home_goods_store/point_of_interest/store","182-03",40.739902,-73.792064,"Fresh Meadows","Horace Harding Expressway",NA,"11365","OZONE PARK, 182-03 Horace Harding Expy, Fresh Meadows, NY 11365, USA",8,"https://maps.googleapis.com/maps/api/geocode/json?address=Global%20Meadows&key=AIzaSyDKY_GA4QP50zRMpcP71unTGdECJYxaLaw"
"532",532,"establishment/point_of_interest/university","800",32.985088,-96.7468902,"Richardson","West Campbell Road",NA,"75080","800 W Campbell Rd, Richardson, TX 75080, USA",7,"https://maps.googleapis.com/maps/api/geocode/json?address=Global%20Naveen&key=AIzaSyDKY_GA4QP50zRMpcP71unTGdECJYxaLaw"
"533",533,"establishment/point_of_interest/school","2609",33.7490459,-117.9030058,"Artesia Pilar","West 5th Street",NA,"92703","2609 W 5th St, Santa Ana, CA 92703, USA",8,"https://maps.googleapis.com/maps/api/geocode/json?address=Global%20Vista&key=AIzaSyDKY_GA4QP50zRMpcP71unTGdECJYxaLaw"
"534",534,"establishment/point_of_interest","Thirupalya Road",12.819864,77.6643261,"Bommasandra","Thirupalya",NA,"560099","Thirupalya Rd, Thirupalya, Bommasandra, Karnataka 560099, India",7,"https://maps.googleapis.com/maps/api/geocode/json?address=GM%20Ecity&key=AIzaSyDKY_GA4QP50zRMpcP71unTGdECJYxaLaw"
"535",535,"establishment/general_contractor/point_of_interest","6",12.916519,77.6184351,"Dollar Scheme Colony","Outer Ring Road",NA,"560068","6, Outer Ring Rd, Dollar Scheme Colony, 1st Phase, BTM Layout, Bengaluru, Karnataka 560068, India",10,"https://maps.googleapis.com/maps/api/geocode/json?address=GM%20Infinite&key=AIzaSyDKY_GA4QP50zRMpcP71unTGdECJYxaLaw"
"536",536,"car_dealer/establishment/point_of_interest/store","1260",48.7928663,-87.0904235,"Terrace Bay","Ontario 17",NA,"P0T 2W0","1260 ON-17, Terrace Bay, ON P0T 2W0, Canada",8,"https://maps.googleapis.com/maps/api/geocode/json?address=GM%20Terrace&key=AIzaSyDKY_GA4QP50zRMpcP71unTGdECJYxaLaw"
"537",537,"establishment/premise","Parappana Agrahara Main Road",12.8858842,77.6552232,"Bengaluru","Kudlu",NA,"560068","Parappana Agrahara Main Rd, Kudlu, Bengaluru, Karnataka 560068, India",7,"https://maps.googleapis.com/maps/api/geocode/json?address=GK%20Golden%20City&key=AIzaSyDKY_GA4QP50zRMpcP71unTGdECJYxaLaw"
"538",538,"establishment/point_of_interest","8",13.005134,77.6153062,"Richards Town","Hall Road",NA,"560005","8, Hall Rd, Richards Town, Bengaluru, Karnataka 560005, India",8,"https://maps.googleapis.com/maps/api/geocode/json?address=Gobind%20Parc&key=AIzaSyDKY_GA4QP50zRMpcP71unTGdECJYxaLaw"
"539",539,"establishment/point_of_interest","Doddathogur Road",12.8517252,77.6528568,"Electronic City","Konappana Agrahara",NA,"560100","Doddathogur Rd, Konappana Agrahara, Electronic City, Bengaluru, Karnataka 560100, India",8,"https://maps.googleapis.com/maps/api/geocode/json?address=Godrej%20E-City&key=AIzaSyDKY_GA4QP50zRMpcP71unTGdECJYxaLaw"
"540",540,"establishment/furniture_store/home_goods_store/point_of_interest/store","13581",49.1429991,-122.8461729,"Newton","77 Avenue",NA,"V3W 6Y2","13581 77 Ave, Surrey, BC V3W 6Y2, Canada",8,"https://maps.googleapis.com/maps/api/geocode/json?address=Godrej%20Elite&key=AIzaSyDKY_GA4QP50zRMpcP71unTGdECJYxaLaw"
"541",541,"political/sublocality/sublocality_level_2","Godrej Woodsman Estate",13.0544261,77.5960248,"Bengaluru","Hebbal Kempapura",NA,"India","Godrej Woodsman Estate, Hebbal Kempapura, Bengaluru, Karnataka, India",6,"https://maps.googleapis.com/maps/api/geocode/json?address=Godrej%20Woodsman&key=AIzaSyDKY_GA4QP50zRMpcP71unTGdECJYxaLaw"
"542",542,"establishment/premise","86/3",13.0393193,77.5556727,"HMR Layout","MS Ramaiah Road",NA,"560013","86/3, MS Ramaiah Rd, HMR Layout, Gokula Extension, Mathikere, Bengaluru, Karnataka 560013, India",10,"https://maps.googleapis.com/maps/api/geocode/json?address=Gokul%20Dwellington&key=AIzaSyDKY_GA4QP50zRMpcP71unTGdECJYxaLaw"
"543",543,"establishment/lodging/point_of_interest/rv_park","608",35.4010821,-119.0099302,"Homaker Park","Clubhouse Drive",NA,"93301","608 Clubhouse Dr, Bakersfield, CA 93301, USA",8,"https://maps.googleapis.com/maps/api/geocode/json?address=Royal%20Palms&key=AIzaSyDKY_GA4QP50zRMpcP71unTGdECJYxaLaw"
"544",544,"establishment/point_of_interest","Kothnur Lakeview Spinal Road",12.8722514,77.5784473,"8th Phase","KLV Layout",NA,"560076","Kothnur Lakeview Spinal Rd, KLV Layout, 8th Phase, J. P. Nagar, Bengaluru, Karnataka 560076, India",9,"https://maps.googleapis.com/maps/api/geocode/json?address=Gokulam%20Apartment&key=AIzaSyDKY_GA4QP50zRMpcP71unTGdECJYxaLaw"
"545",545,"establishment/florist/point_of_interest/store","205",42.16336,-72.588449,"Chicopee","Grattan Street",NA,"01020","205 Grattan St, Chicopee, MA 01020, USA",7,"https://maps.googleapis.com/maps/api/geocode/json?address=Golden%20Blossom&key=AIzaSyDKY_GA4QP50zRMpcP71unTGdECJYxaLaw"
"546",546,"establishment/florist/point_of_interest/store","205",42.16336,-72.588449,"Chicopee","Grattan Street",NA,"01020","205 Grattan St, Chicopee, MA 01020, USA",7,"https://maps.googleapis.com/maps/api/geocode/json?address=Golden%20Blossom&key=AIzaSyDKY_GA4QP50zRMpcP71unTGdECJYxaLaw"
"547",547,"establishment/jewelry_store/point_of_interest/store","15482",25.9151894,-80.3274549,"Miami Lakes","Northwest 77th Court",NA,"33016","15482 NW 77th Ct, Miami Lakes, FL 33016, USA",7,"https://maps.googleapis.com/maps/api/geocode/json?address=Golden%20Corner&key=AIzaSyDKY_GA4QP50zRMpcP71unTGdECJYxaLaw"
"548",548,"establishment/premise","HAL Old Airport Road",12.9590065,77.6516726,"Bengaluru","Murgesh Pallya",NA,"560017","HAL Old Airport Rd, Murgesh Pallya, Bengaluru, Karnataka 560017, India",7,"https://maps.googleapis.com/maps/api/geocode/json?address=Golden%20Enclave&key=AIzaSyDKY_GA4QP50zRMpcP71unTGdECJYxaLaw"
"549",549,"establishment/point_of_interest/real_estate_agency","1919-1949",32.931893,-97.3311632,"Fort Worth","Golden Heights Road",NA,"7001","1919-1949 Golden Heights Rd, Fort Worth, TX 76177, USA",8,"https://maps.googleapis.com/maps/api/geocode/json?address=Golden%20Enclave%20Commercial&key=AIzaSyDKY_GA4QP50zRMpcP71unTGdECJYxaLaw"
"550",550,"establishment/point_of_interest","205",39.1735899,-77.2067876,"Club House Road","19650",NA,"20886","19650 Club House Rd #205, Gaithersburg, MD 20886, USA",8,"https://maps.googleapis.com/maps/api/geocode/json?address=Golden%20Grand&key=AIzaSyDKY_GA4QP50zRMpcP71unTGdECJYxaLaw"
"551",551,"establishment/lodging/point_of_interest","144",45.6018016,-77.3737664,"Golden Lake","McNee Drive",NA,"K0J 1X0","144 McNee Dr, Golden Lake, ON K0J 1X0, Canada",8,"https://maps.googleapis.com/maps/api/geocode/json?address=Golden%20Lake%20View&key=AIzaSyDKY_GA4QP50zRMpcP71unTGdECJYxaLaw"
"552",552,"establishment/jewelry_store/point_of_interest/store","8",42.1897481,-120.3445824,"Lakeview","North E Street",NA,"1524","8 N E St, Lakeview, OR 97630, USA",8,"https://maps.googleapis.com/maps/api/geocode/json?address=Golden%20Lakeview&key=AIzaSyDKY_GA4QP50zRMpcP71unTGdECJYxaLaw"
"553",553,"establishment/point_of_interest","103",43.9766103,-75.9172988,"Watertown","North Massey Street",NA,"13601","103 N Massey St, Watertown, NY 13601, USA",7,"https://maps.googleapis.com/maps/api/geocode/json?address=Golden%20Palm&key=AIzaSyDKY_GA4QP50zRMpcP71unTGdECJYxaLaw"
"554",554,"establishment/park/point_of_interest/tourist_attraction","John Golden Park",40.7743193,-73.7680942,"Bayside","Cross Island Parkway",NA,"11360","John Golden Park, Cross Island Pkwy, Bayside, NY 11360, USA",8,"https://maps.googleapis.com/maps/api/geocode/json?address=Golden%20Park&key=AIzaSyDKY_GA4QP50zRMpcP71unTGdECJYxaLaw"
"555",555,"establishment/health/point_of_interest","255",40.0145426,-105.2924797,"Downtown","Canyon Boulevard",NA,"80302","255 Canyon Blvd, Boulder, CO 80302, USA",8,"https://maps.googleapis.com/maps/api/geocode/json?address=Golden%20Rays&key=AIzaSyDKY_GA4QP50zRMpcP71unTGdECJYxaLaw"
"556",556,"art_gallery/establishment/point_of_interest","237",42.6696687,-75.343281,"New Berlin","Bell Road",NA,"13411","237 Bell Rd, New Berlin, NY 13411, USA",8,"https://maps.googleapis.com/maps/api/geocode/json?address=Golden%20Residency&key=AIzaSyDKY_GA4QP50zRMpcP71unTGdECJYxaLaw"
"557",557,"establishment/health/point_of_interest/school/store","11915",35.99057,-95.832756,"Broken Arrow","South 129th East Avenue",NA,"1903","11915 S 129th E Ave, Broken Arrow, OK 74011, USA",8,"https://maps.googleapis.com/maps/api/geocode/json?address=Golf%20Links&key=AIzaSyDKY_GA4QP50zRMpcP71unTGdECJYxaLaw"
"558",558,"locality/political","Golf Manor",39.1872811,-84.4463307,"Ohio","Hamilton County",NA,"45237","Golf Manor, OH 45237, USA",5,"https://maps.googleapis.com/maps/api/geocode/json?address=Golf%20Manor&key=AIzaSyDKY_GA4QP50zRMpcP71unTGdECJYxaLaw"
"559",559,"establishment/point_of_interest","Bengaluru",12.9606831,77.5961811,"Shanti Nagar","Bheemanna Garden",NA,"560027","Gomati Shanti Niketan Apartment, 6 Andree Road, Shanthinagar, Landmark Yellamma Dassappa Hospital, Bheemanna Garden, Shanti Nagar, Bengaluru, Karnataka 560027, India",7,"https://maps.googleapis.com/maps/api/geocode/json?address=Gomati%20Shantiniketan&key=AIzaSyDKY_GA4QP50zRMpcP71unTGdECJYxaLaw"
"560",560,"premise","GOOD EARTH ORCHARD",12.899279,77.4782636,"Bengaluru","Kengeri",NA,"560060","GOOD EARTH ORCHARD, Kengeri, Bengaluru, <U+0915><U+0930><U+094D><U+0928><U+093E><U+091F><U+0915> 560060, India",7,"https://maps.googleapis.com/maps/api/geocode/json?address=Good%20Earth%20Orchad&key=AIzaSyDKY_GA4QP50zRMpcP71unTGdECJYxaLaw"
"561",561,"premise","GOOD EARTH ORCHARD",12.899279,77.4782636,"Bengaluru","Kengeri",NA,"560060","GOOD EARTH ORCHARD, Kengeri, Bengaluru, <U+0915><U+0930><U+094D><U+0928><U+093E><U+091F><U+0915> 560060, India",7,"https://maps.googleapis.com/maps/api/geocode/json?address=Good%20Earth%20Orchid&key=AIzaSyDKY_GA4QP50zRMpcP71unTGdECJYxaLaw"
"562",562,"establishment/point_of_interest","# A",38.9834915,-76.8386159,"Good Luck Road","9863",NA,"20706","9863 Good Luck Rd # A, Lanham, MD 20706, USA",8,"https://maps.googleapis.com/maps/api/geocode/json?address=GoodLuck%20Apartments&key=AIzaSyDKY_GA4QP50zRMpcP71unTGdECJYxaLaw"
"563",563,"establishment/point_of_interest","#3",35.1791458,-89.9721679,"Peres Avenue","2510",NA,"38108","2510 Peres Ave #3, Memphis, TN 38108, USA",9,"https://maps.googleapis.com/maps/api/geocode/json?address=Goodwill%20Apartments&key=AIzaSyDKY_GA4QP50zRMpcP71unTGdECJYxaLaw"
"564",564,"establishment/point_of_interest","#3",35.1791458,-89.9721679,"Peres Avenue","2510",NA,"38108","2510 Peres Ave #3, Memphis, TN 38108, USA",9,"https://maps.googleapis.com/maps/api/geocode/json?address=Goodwill%20Apartments&key=AIzaSyDKY_GA4QP50zRMpcP71unTGdECJYxaLaw"
"565",565,"establishment/point_of_interest","Krishna County",12.9128386,77.4957121,"Bengaluru","Mailasandra",NA,"560059","Krishna County, Mailasandra, Bengaluru, Karnataka 560059, India",7,"https://maps.googleapis.com/maps/api/geocode/json?address=Gopal%20Sanskriti&key=AIzaSyDKY_GA4QP50zRMpcP71unTGdECJYxaLaw"
"566",566,"establishment/point_of_interest","#83",12.9726239,77.6343313,"13 Cross","Admiralty Manor",NA,"560038","Gopalan Apartment, #83, Admiralty Manor, 13 Cross, 6th Main Rd, 2nd Stage, Eshwara Layout, Indiranagar, Bengaluru, Karnataka 560038, India",12,"https://maps.googleapis.com/maps/api/geocode/json?address=Gopalan%20Admiralty%20Manor&key=AIzaSyDKY_GA4QP50zRMpcP71unTGdECJYxaLaw"
"567",567,"establishment/point_of_interest","6th Main Road",12.9727975,77.6339972,"Eshwara Layout","2nd Stage",NA,"560038","79, 13th Cross, 6th Main Rd, 2nd Stage, Eshwara Layout, Indiranagar, Bengaluru, Karnataka 560038, India",9,"https://maps.googleapis.com/maps/api/geocode/json?address=Gopalan%20Admirality%20Squre&key=AIzaSyDKY_GA4QP50zRMpcP71unTGdECJYxaLaw"
"568",568,"establishment/point_of_interest","ECC Road",12.9742013,77.7440367,"Whitefield","Pattandur Agrahara",NA,"560066","ECC Rd, Pattandur Agrahara, Whitefield, Bengaluru, Karnataka 560066, India",8,"https://maps.googleapis.com/maps/api/geocode/json?address=Gopalan%20Atlantis&key=AIzaSyDKY_GA4QP50zRMpcP71unTGdECJYxaLaw"
"569",569,"establishment/general_contractor/point_of_interest","Rich Homes",12.9656996,77.6000895,"Shanthala Nagar","Richmond Road",NA,"560025","#5/1, Rich Homes, Richmond Rd, Shanthala Nagar, Ashok Nagar, Bengaluru, Karnataka 560025, India",9,"https://maps.googleapis.com/maps/api/geocode/json?address=Gopalan%20Enterprises&key=AIzaSyDKY_GA4QP50zRMpcP71unTGdECJYxaLaw"
"570",570,"establishment/premise","Hoodi Main Road",12.990976,77.7157208,"Hoodi","Hudi",NA,"560048","Hoodi Main Rd, Hudi, Hoodi, Bengaluru, Karnataka 560048, India",8,"https://maps.googleapis.com/maps/api/geocode/json?address=Gopalan%20Grandeur&key=AIzaSyDKY_GA4QP50zRMpcP71unTGdECJYxaLaw"
"571",571,"establishment/point_of_interest","Gopuri",20.7555674,78.614787,"Wardha","Nalwadi",NA,"442001","Plot No 43/44/1, Luniya Layout, Near Chowk, Gopuri, Nalwadi, Wardha, Maharashtra 442001, India",7,"https://maps.googleapis.com/maps/api/geocode/json?address=Gopuri%20Apartments&key=AIzaSyDKY_GA4QP50zRMpcP71unTGdECJYxaLaw"
"572",572,"establishment/premise","Basapura Main Road",12.8667948,77.6498016,"Bengaluru","Basapura",NA,"560100","Basapura Main Rd, Basapura, Bengaluru, Karnataka 560100, India",7,"https://maps.googleapis.com/maps/api/geocode/json?address=Gouthami%20Comforts&key=AIzaSyDKY_GA4QP50zRMpcP71unTGdECJYxaLaw"
"573",573,"establishment/point_of_interest","New BEL Road",13.0394712,77.5639912,"M S R Nagar","Chikkamaranahalli",NA,"560054","New BEL Rd, Chikkamaranahalli, M S R Nagar, R.M.V. 2nd Stage, Bengaluru, Karnataka 560054, India",9,"https://maps.googleapis.com/maps/api/geocode/json?address=Gowri%20Apartment&key=AIzaSyDKY_GA4QP50zRMpcP71unTGdECJYxaLaw"
"574",574,"establishment/premise","JP Nagar 6th Phase",12.9049308,77.5736608,"Rose Garden","Kanakapura Road",NA,"560078","JP Nagar 6th Phase, Kanakapura Rd, Rose Garden, JP Nagar Phase 6, J. P. Nagar, Bengaluru, Karnataka 560078, India",10,"https://maps.googleapis.com/maps/api/geocode/json?address=GR%20Grand%20Residency&key=AIzaSyDKY_GA4QP50zRMpcP71unTGdECJYxaLaw"
"575",575,"establishment/point_of_interest","Koppa Road",12.8626692,77.6154078,"Yelenahalli","Suraksha nagar",NA,"560068","Koppa Rd, Suraksha nagar, Yelenahalli, Begur, Bengaluru, Karnataka 560068, India",9,"https://maps.googleapis.com/maps/api/geocode/json?address=GR%20Queens%20Pride&key=AIzaSyDKY_GA4QP50zRMpcP71unTGdECJYxaLaw"
"576",576,"establishment/point_of_interest","116",38.8061099,-90.701596,"O'Fallon","West Pitman Street",NA,"2865","116 W Pitman St, O'Fallon, MO 63366, USA",9,"https://maps.googleapis.com/maps/api/geocode/json?address=Grace%20Garden&key=AIzaSyDKY_GA4QP50zRMpcP71unTGdECJYxaLaw"
